Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level,Result
5233,4,79,50,No,Associate,
5234,8,108,68,Yes,High School,Fail
5235,11,58,49,No,Associate,Fail
5236,20,80,81,No,Doctorate,Pass
5237,3,74,48,No,Master,Pass
5238,16,74,61,Yes,High School,Pass
5239,10,73,74,No,Master,Pass
5240,14,89,45,Yes,Bachelor,Fail
5241,0,0,0,No,Doctorate,Pass
5242,5,88,98,No,Master,Pass
5243,13,76,79,Yes,Master,Fail
5244,13,39,70,No,Master,Fail
5245,14,82,74,No,Doctorate,Fail
5246,9,77,39,Yes,High School,Pass
5247,0,0,0,No,High School,Pass
5248,2,78,94,Yes,High School,Fail
5249,14,48,57,Yes,Doctorate,Pass
5250,12,61,92,No,Master,Fail
5251,5,75,58,No,Associate,Pass
5252,7,41,66,Yes,Doctorate,Fail
5253,7,52,44,Yes,Doctorate,Pass
5254,2,55,71,No,High School,Fail
5255,0,0,0,Yes,Bachelor,Fail
5256,0,0,0,Yes,Associate,Fail
5257,7,57,52,Yes,Associate,Pass
5258,6,56,68,Yes,Doctorate,Fail
5259,1,77,55,,Associate,Pass
5260,20,77,81,Yes,High School,Pass
5261,16,61,68,Yes,Doctorate,
5262,6,111,57,Yes,Bachelor,Fail
5263,11,78,80,Yes,Associate,Pass
5264,12,71,58,Yes,Master,Pass
5265,0,0,0,Yes,Associate,Pass
5266,5,95,66,Yes,Associate,Fail
5267,15,85,36,Yes,Associate,Pass
5268,7,40,73,Yes,Associate,Pass
5269,0,0,0,Yes,High School,Pass
5270,13,66,73,,High School,Pass
5271,16,74,68,Yes,Doctorate,Pass
5272,22,87,68,No,High School,Fail
5273,4,53,65,Yes,High School,Pass
5274,13,73,108,No,Bachelor,Pass
5275,8,109,72,Yes,High School,Pass
5276,13,75,38,Yes,High School,Fail
5277,2,61,42,No,Master,Pass
5278,3,48,71,Yes,High School,Pass
5279,6,65,56,Yes,Doctorate,Fail
5280,10,53,81,Yes,Bachelor,Fail
5281,6,67,69,No,High School,Pass
5282,13,85,70,Yes,Master,Fail
5283,15,75,51,No,Associate,Pass
5284,13,65,73,No,Doctorate,Pass
5285,18,39,67,No,Master,Fail
5286,12,91,51,Yes,Doctorate,
5287,3,68,51,Yes,Associate,
5288,16,77,89,No,Bachelor,Fail
5289,7,56,73,Yes,Doctorate,Fail
5290,14,66,59,Yes,,Pass
5291,17,63,56,No,Doctorate,Pass
5292,12,48,65,No,,Fail
5293,2,56,69,Yes,Doctorate,Pass
5294,5,74,44,Yes,Associate,Fail
5295,16,81,63,Yes,Master,Pass
5296,9,61,34,Yes,Doctorate,Fail
5297,10,50,64,Yes,Doctorate,Fail
5298,13,67,86,Yes,Master,Fail
5299,0,0,0,Yes,Master,Fail
5300,0,0,0,Yes,Bachelor,Pass
5301,9,75,61,Yes,Doctorate,Pass
5302,8,61,48,No,Master,Fail
5303,14,97,58,Yes,Associate,Pass
5304,12,64,45,Yes,Bachelor,Fail
5305,8,88,50,Yes,Master,Pass
5306,15,95,67,Yes,Doctorate,Fail
5307,9,105,70,Yes,Associate,Fail
5308,5,47,60,Yes,Bachelor,Pass
5309,6,47,85,Yes,High School,Fail
5310,5,98,76,No,High School,Pass
5311,8,95,94,No,Bachelor,Pass
5312,0,0,0,Yes,Master,Pass
5313,6,10,49,Yes,Bachelor,Pass
5314,10,76,62,Yes,Associate,Pass
5315,6,44,95,Yes,,Pass
5316,8,58,50,Yes,High School,Pass
5317,2,78,77,Yes,Doctorate,Fail
5318,0,0,0,Yes,Associate,Fail
5319,9,106,59,No,Bachelor,Pass
5320,0,0,0,Yes,Bachelor,Fail
5321,11,55,51,Yes,Bachelor,Pass
5322,4,93,76,Yes,,Pass
5323,15,82,86,No,Associate,Pass
5324,0,0,0,No,Doctorate,Pass
5325,0,0,0,No,Associate,Pass
5326,0,0,0,No,Doctorate,Fail
5327,7,88,66,Yes,Doctorate,Pass
5328,0,0,0,Yes,High School,Pass
5329,12,60,63,No,Master,Pass
5330,1,83,84,Yes,High School,Pass
5331,0,0,0,No,Doctorate,Pass
5332,8,53,56,Yes,Bachelor,Pass
5333,0,0,0,No,Associate,Fail
5334,16,73,78,Yes,Bachelor,Pass
5335,6,52,87,Yes,Associate,Fail
5336,7,75,72,Yes,Master,Fail
5337,7,92,52,No,Doctorate,Pass
5338,6,46,26,Yes,Master,Pass
5339,8,109,39,Yes,High School,Pass
5340,13,86,56,No,Bachelor,Pass
5341,4,86,84,Yes,Master,Fail
5342,12,75,83,No,Bachelor,Fail
5343,1,109,58,Yes,,Fail
5344,7,94,77,Yes,Associate,Pass
5345,8,67,44,No,Bachelor,Pass
5346,18,90,83,No,High School,Pass
5347,8,60,60,Yes,Master,Fail
5348,-1,69,74,Yes,High School,Fail
5349,0,104,73,No,Doctorate,Pass
5350,10,82,72,No,High School,Pass
5351,13,88,47,No,High School,Fail
5352,11,98,56,Yes,Doctorate,Fail
5353,10,86,80,Yes,High School,Fail
5354,15,58,72,,,Fail
5355,7,108,200,No,Bachelor,Pass
5356,14,85,70,Yes,High School,Pass
5357,1,86,49,No,Master,Pass
5358,5,76,46,No,Associate,Fail
5359,1,97,55,,Doctorate,Pass
5360,0,0,0,Yes,Associate,Pass
5361,9,67,47,No,Master,Pass
5362,10,96,78,Yes,Bachelor,Fail
5363,0,0,0,No,Master,Fail
5364,5,35,64,No,High School,Fail
5365,0,0,0,Yes,High School,Pass
5366,2,83,92,Yes,Master,Fail
5367,16,95,73,Yes,Master,Pass
5368,0,0,0,No,Associate,Fail
5369,7,90,50,No,Master,Pass
5370,17,126,46,Yes,Master,Fail
5371,0,0,0,Yes,Bachelor,Fail
5372,4,69,62,No,Doctorate,Fail
5373,4,72,83,Yes,Doctorate,Pass
5374,9,107,63,No,Doctorate,Fail
5375,12,49,56,No,Master,Pass
5376,13,99,66,No,Master,Pass
5377,22,75,89,Yes,High School,Pass
5378,-1,58,53,,High School,Pass
5379,0,0,0,Yes,Bachelor,Fail
5380,7,104,59,,High School,Fail
5381,7,57,68,No,Doctorate,Fail
5382,6,76,74,No,Doctorate,Fail
5383,5,55,85,No,Master,
5384,18,114,64,Yes,,Fail
5385,14,77,82,No,Master,Fail
5386,10,48,71,No,Associate,Pass
5387,16,66,45,No,Bachelor,Pass
5388,2,102,62,No,Associate,Pass
5389,3,55,99,Yes,Associate,Fail
5390,0,67,63,No,High School,Pass
5391,6,98,60,No,High School,Fail
5392,10,81,60,No,Bachelor,Fail
5393,10,50,58,No,Associate,Fail
5394,10,79,44,No,Bachelor,Pass
5395,2,71,30,No,Doctorate,Pass
5396,14,76,53,Yes,High School,Fail
5397,0,0,0,No,Master,Pass
5398,13,79,73,Yes,High School,Pass
5399,0,0,0,No,Associate,Pass
5400,11,72,66,No,Associate,Pass
5401,4,96,47,Yes,Doctorate,Pass
5402,8,60,39,No,Doctorate,Fail
5403,12,31,70,No,High School,Pass
5404,10,70,74,No,Doctorate,Fail
5405,5,82,79,Yes,,Fail
5406,10,66,83,No,Master,Fail
5407,2,64,84,Yes,Master,Pass
5408,15,67,75,Yes,Master,Pass
5409,9,74,56,No,Associate,Fail
5410,15,49,69,Yes,Bachelor,Pass
5411,7,88,60,Yes,Master,Fail
5412,7,21,61,Yes,Bachelor,Fail
5413,6,85,70,Yes,Doctorate,Pass
5414,14,81,84,Yes,Associate,Fail
5415,6,84,76,Yes,Master,Pass
5416,0,0,0,No,High School,Pass
5417,8,80,66,No,Associate,Fail
5418,0,0,0,No,Associate,Pass
5419,7,107,82,No,Associate,Pass
5420,4,82,92,,Doctorate,Pass
5421,10,51,66,No,Bachelor,Fail
5422,4,41,61,No,Associate,Fail
5423,14,62,67,Yes,Associate,Fail
5424,9,91,80,Yes,High School,Fail
5425,9,98,72,No,High School,Pass
5426,0,0,0,No,High School,Pass
5427,0,0,0,Yes,High School,Fail
5428,9,68,65,Yes,High School,Fail
5429,6,74,55,No,Master,Fail
5430,1,99,55,No,Master,Fail
5431,0,0,0,No,Associate,
5432,6,88,62,Yes,Master,Fail
5433,0,0,0,Yes,Associate,Pass
5434,8,95,80,No,,Pass
5435,13,86,64,Yes,,Pass
5436,6,94,91,No,Master,Fail
5437,9,112,64,No,Doctorate,Pass
5438,15,23,59,Yes,High School,Fail
5439,11,90,35,Yes,Bachelor,Pass
5440,9,84,68,Yes,Master,Fail
5441,7,83,51,No,Bachelor,Pass
5442,6,79,86,Yes,High School,Pass
5443,5,79,46,No,Master,Pass
5444,7,81,84,No,High School,Fail
5445,13,93,68,Yes,Master,Fail
5446,8,91,47,Yes,High School,Pass
5447,3,74,40,Yes,High School,Pass
5448,18,71,70,No,Master,Pass
5449,11,75,51,No,Bachelor,
5450,3,66,35,No,Master,Pass
5451,7,110,94,No,Master,Pass
5452,0,0,0,No,Master,Pass
5453,18,90,47,Yes,Bachelor,Fail
5454,4,89,37,Yes,Bachelor,Pass
5455,14,64,82,,Associate,Pass
5456,17,80,44,Yes,Doctorate,Fail
5457,6,100,66,Yes,Bachelor,Fail
5458,0,0,0,No,Associate,Pass
5459,4,101,57,Yes,Associate,Pass
5460,9,97,50,Yes,Doctorate,Pass
5461,9,60,36,Yes,Associate,Pass
5462,13,52,71,No,Doctorate,Fail
5463,15,78,100,Yes,High School,Pass
5464,6,50,47,No,High School,Pass
5465,0,16,50,Yes,Master,Fail
5466,9,65,76,No,Associate,Fail
5467,11,118,28,No,Master,Pass
5468,0,0,0,Yes,Master,Pass
5469,8,82,68,No,High School,Fail
5470,10,89,52,No,Master,Fail
5471,17,74,72,No,Doctorate,Fail
5472,0,0,0,Yes,High School,Fail
5473,0,0,0,No,High School,Fail
5474,7,75,53,Yes,Bachelor,Fail
5475,9,73,58,No,Doctorate,Pass
5476,18,90,66,No,Associate,Pass
5477,9,54,68,Yes,High School,Fail
5478,9,49,86,Yes,High School,Fail
5479,0,0,0,No,Doctorate,Fail
5480,0,0,0,Yes,Master,Pass
5481,19,71,73,No,Master,Pass
5482,12,91,74,No,Doctorate,Fail
5483,10,76,55,Yes,Associate,Pass
5484,10,47,73,No,Associate,Fail
5485,0,0,0,Yes,High School,Fail
5486,13,92,69,No,High School,Pass
5487,10,69,80,Yes,Associate,Pass
5488,12,98,80,Yes,Associate,Pass
5489,6,65,52,No,Associate,Pass
5490,8,89,48,Yes,Doctorate,Fail
5491,7,39,91,No,Master,Pass
5492,15,70,91,No,Bachelor,Fail
5493,8,67,76,Yes,Bachelor,Fail
5494,20,47,60,No,High School,Fail
5495,12,97,60,No,Bachelor,Fail
5496,3,62,50,No,Master,Pass
5497,0,0,0,Yes,Associate,Fail
5498,6,101,63,No,Master,Pass
5499,-1,78,63,No,Master,
5500,18,90,47,Yes,High School,Fail
5501,13,40,79,Yes,Bachelor,Fail
5502,12,59,71,Yes,Doctorate,Pass
5503,10,116,71,No,Bachelor,Pass
5504,3,92,38,No,Associate,Pass
5505,7,53,42,No,Associate,Fail
5506,14,79,48,No,Master,Pass
5507,0,0,0,Yes,Master,Fail
5508,-2,102,57,Yes,Master,Pass
5509,8,29,49,Yes,Master,Fail
5510,9,80,74,,Associate,
5511,10,80,60,No,Associate,Pass
5512,13,52,70,Yes,Master,Fail
5513,13,69,49,Yes,Doctorate,Fail
5514,11,82,64,No,Associate,Fail
5515,16,39,200,No,High School,Pass
5516,2,49,83,Yes,Associate,Pass
5517,0,0,0,No,Associate,Pass
5518,13,58,60,No,High School,Fail
5519,3,65,77,No,Bachelor,Pass
5520,0,0,0,No,Associate,Fail
5521,6,56,70,No,Master,Fail
5522,6,74,85,Yes,Master,Fail
5523,13,81,68,Yes,,Fail
5524,0,0,0,Yes,Bachelor,Pass
5525,0,0,0,Yes,Doctorate,Pass
5526,6,62,52,No,Associate,Fail
5527,15,86,64,Yes,Master,Fail
5528,10,45,56,Yes,Bachelor,Pass
5529,0,0,0,Yes,Bachelor,Pass
5530,9,75,63,No,,Fail
5531,16,23,65,Yes,Master,Pass
5532,6,65,61,Yes,Bachelor,Fail
5533,16,81,80,Yes,Bachelor,Fail
5534,11,70,53,No,Master,Pass
5535,9,65,70,Yes,,Fail
5536,22,78,46,No,High School,Pass
5537,4,94,101,No,Master,Fail
5538,8,85,55,No,Doctorate,Pass
5539,0,0,0,Yes,Master,
5540,14,45,61,No,High School,Pass
5541,18,85,68,,High School,
5542,18,51,78,No,Doctorate,Pass
5543,16,64,81,No,High School,Fail
5544,9,79,74,Yes,Associate,Fail
5545,8,97,77,Yes,High School,Pass
5546,1,100,81,No,Associate,Pass
5547,20,76,68,Yes,,Pass
5548,12,64,53,Yes,Master,Fail
5549,7,51,66,Yes,Associate,
5550,0,0,0,Yes,Master,Pass
5551,5,69,80,No,High School,Fail
5552,12,88,83,Yes,Associate,Pass
5553,9,78,83,No,High School,Fail
5554,13,65,47,Yes,Bachelor,Fail
5555,9,64,80,Yes,Doctorate,Pass
5556,2,47,56,Yes,,Pass
5557,0,0,0,No,Bachelor,Pass
5558,15,72,77,No,Associate,Pass
5559,9,103,43,No,Doctorate,Pass
5560,13,66,77,No,,Pass
5561,4,69,41,Yes,Doctorate,Pass
5562,9,52,62,Yes,Bachelor,
5563,6,68,79,Yes,Associate,Pass
5564,13,50,84,No,Master,Fail
5565,10,83,77,No,Associate,Fail
5566,13,77,56,No,Doctorate,Pass
5567,15,104,56,Yes,Bachelor,Pass
5568,13,45,62,No,High School,Fail
5569,11,99,65,No,Doctorate,Fail
5570,5,55,78,Yes,Associate,Fail
5571,10,81,200,No,Bachelor,Pass
5572,7,52,58,No,High School,Fail
5573,8,79,59,Yes,Bachelor,Pass
5574,0,0,0,No,Doctorate,Pass
5575,5,61,65,No,Master,Pass
5576,0,77,87,Yes,Master,Pass
5577,6,110,79,No,Associate,Fail
5578,11,32,57,No,Associate,Fail
5579,3,75,58,No,Associate,Fail
5580,10,64,63,,Master,Pass
5581,19,36,62,Yes,Bachelor,Pass
5582,15,52,82,Yes,Bachelor,Fail
5583,18,65,56,,Doctorate,Fail
5584,12,84,66,Yes,Bachelor,Fail
5585,15,76,70,No,Master,
5586,6,48,75,Yes,Associate,Pass
5587,6,38,72,No,High School,Fail
5588,-3,83,70,Yes,Bachelor,Fail
5589,15,71,57,No,Master,Fail
5590,17,107,59,No,Master,Pass
5591,7,67,68,Yes,Associate,Fail
5592,0,0,0,Yes,High School,Pass
5593,0,0,0,,Bachelor,Fail
5594,11,91,58,Yes,High School,Pass
5595,15,83,67,No,,Pass
5596,1,84,200,Yes,High School,Fail
5597,0,0,0,No,High School,Fail
5598,0,0,0,,Doctorate,Fail
5599,10,61,76,Yes,Master,Fail
5600,12,100,58,No,Bachelor,Fail
5601,9,55,52,Yes,Associate,Pass
5602,0,0,0,Yes,Bachelor,Fail
5603,0,0,0,,Bachelor,Fail
5604,14,81,98,Yes,Doctorate,Fail
5605,12,78,53,Yes,,Pass
5606,11,97,67,Yes,Doctorate,Pass
5607,3,80,72,No,Master,Pass
5608,8,64,79,No,High School,Pass
5609,14,49,48,No,Doctorate,Fail
5610,0,0,0,Yes,Doctorate,Fail
5611,13,59,40,No,Associate,Pass
5612,18,70,69,Yes,Doctorate,Fail
5613,15,96,64,No,Bachelor,Pass
5614,10,70,76,No,Bachelor,Pass
5615,7,66,68,No,Associate,Fail
5616,-2,69,63,No,Master,
5617,9,69,64,No,Associate,Fail
5618,8,55,43,No,Master,Pass
5619,12,108,52,Yes,Doctorate,Pass
5620,9,64,87,Yes,High School,Fail
5621,8,90,68,No,Master,Fail
5622,1,54,75,Yes,Associate,Pass
5623,5,86,55,Yes,High School,Fail
5624,12,78,78,Yes,Doctorate,Fail
5625,18,75,60,No,Master,Pass
5626,9,78,43,Yes,Doctorate,Pass
5627,0,0,0,No,Bachelor,Fail
5628,14,70,84,Yes,Bachelor,Pass
5629,0,0,0,Yes,Bachelor,Fail
5630,11,86,76,No,Associate,Fail
5631,6,52,67,Yes,Bachelor,Pass
5632,14,49,103,Yes,Doctorate,Pass
5633,10,78,99,Yes,Associate,Pass
5634,11,34,38,No,Associate,Fail
5635,0,0,0,Yes,Doctorate,Fail
5636,13,111,59,No,Doctorate,Fail
5637,20,106,62,No,High School,Fail
5638,5,63,56,Yes,Associate,Pass
5639,8,95,54,No,Doctorate,Pass
5640,11,95,84,Yes,Master,Pass
5641,13,84,29,No,Associate,Fail
5642,7,73,55,No,Associate,
5643,-4,87,75,No,Bachelor,Fail
5644,16,91,34,No,High School,Fail
5645,13,87,61,No,Associate,Fail
5646,1,44,46,No,Bachelor,Fail
5647,7,115,68,Yes,,Pass
5648,17,123,65,No,Bachelor,Pass
5649,17,36,79,Yes,Master,Fail
5650,14,85,30,,Associate,Fail
5651,9,115,71,No,Doctorate,Fail
5652,10,95,53,Yes,Master,Fail
5653,9,95,86,No,Master,Fail
5654,15,46,58,Yes,Bachelor,
5655,0,0,0,No,Doctorate,Fail
5656,6,79,56,No,Master,Fail
5657,0,0,0,No,High School,Fail
5658,9,54,75,Yes,Master,
5659,16,53,64,Yes,Associate,Fail
5660,6,72,50,Yes,Associate,Fail
5661,9,67,47,Yes,Master,Fail
5662,0,0,0,Yes,Associate,Pass
5663,10,65,72,No,Doctorate,Pass
5664,2,71,71,No,Doctorate,Pass
5665,7,61,88,Yes,Bachelor,Fail
5666,0,0,0,No,High School,Fail
5667,13,46,94,Yes,Master,
5668,13,85,70,Yes,Associate,Fail
5669,0,0,0,No,Bachelor,Fail
5670,16,49,64,Yes,Bachelor,Fail
5671,0,0,0,Yes,Master,Fail
5672,10,58,49,No,Bachelor,Fail
5673,6,98,63,No,Bachelor,Fail
5674,24,81,76,Yes,High School,Fail
5675,3,95,54,No,Doctorate,Fail
5676,10,78,97,No,Associate,Pass
5677,10,86,64,No,Master,Fail
5678,16,94,56,No,Associate,Fail
5679,11,113,45,Yes,Bachelor,Fail
5680,7,96,57,Yes,Associate,Fail
5681,5,84,86,Yes,Bachelor,Fail
5682,8,48,90,Yes,High School,Fail
5683,5,26,74,Yes,High School,Fail
5684,0,0,0,No,High School,Pass
5685,7,60,43,No,Doctorate,Fail
5686,2,61,26,No,Master,Pass
5687,16,73,67,No,Associate,Fail
5688,0,0,0,Yes,Bachelor,Pass
5689,3,62,56,No,High School,Pass
5690,0,0,0,No,Associate,Pass
5691,10,75,44,No,High School,Pass
5692,1,75,86,Yes,Bachelor,Pass
5693,11,112,92,Yes,Associate,Pass
5694,4,78,75,Yes,Bachelor,Fail
5695,18,73,60,Yes,Associate,Fail
5696,12,85,55,Yes,Master,
5697,8,150,60,No,High School,Fail
5698,6,74,69,No,Master,Fail
5699,9,83,80,Yes,Bachelor,Fail
5700,13,72,71,Yes,High School,Fail
5701,9,72,83,No,High School,Pass
5702,0,0,0,No,Doctorate,Pass
5703,10,63,80,No,High School,Fail
5704,7,108,64,No,Master,Fail
5705,8,63,47,Yes,Associate,Fail
5706,0,44,84,No,Doctorate,Pass
5707,14,77,97,No,High School,Fail
5708,11,95,69,Yes,Doctorate,Pass
5709,6,99,56,No,Bachelor,Pass
5710,19,51,72,Yes,Associate,Pass
5711,10,97,59,No,Master,Pass
5712,0,0,0,Yes,Doctorate,Fail
5713,0,0,0,Yes,,Pass
5714,12,71,53,No,High School,Fail
5715,12,50,54,No,Master,Fail
5716,7,112,63,No,Master,Fail
5717,12,45,62,Yes,High School,Fail
5718,8,67,73,Yes,High School,Pass
5719,12,90,69,No,Doctorate,Fail
5720,0,61,74,Yes,Master,Pass
5721,7,55,62,No,High School,Fail
5722,18,74,52,No,High School,Pass
5723,0,0,0,No,High School,Fail
5724,7,69,79,No,Bachelor,Fail
5725,7,70,57,No,Associate,Fail
5726,3,52,55,Yes,Associate,Fail
5727,-1,82,84,Yes,Doctorate,Pass
5728,8,92,59,Yes,High School,
5729,10,62,32,Yes,Master,Pass
5730,9,85,68,No,Doctorate,Pass
5731,9,63,56,No,Bachelor,
5732,0,0,0,No,Bachelor,Pass
5733,15,84,62,Yes,Associate,Fail
5734,9,116,34,No,Master,Pass
5735,7,51,37,No,High School,Pass
5736,8,78,58,No,Associate,Fail
5737,12,101,73,Yes,Doctorate,Fail
5738,17,73,61,Yes,Associate,Fail
5739,6,46,60,Yes,Bachelor,Fail
5740,10,75,65,No,Bachelor,Fail
5741,11,104,78,Yes,Doctorate,Pass
5742,5,64,65,,Master,Fail
5743,10,79,64,,Doctorate,Pass
5744,2,53,56,Yes,Bachelor,Fail
5745,1,73,59,Yes,Master,Pass
5746,11,82,67,No,Doctorate,Fail
5747,8,77,84,Yes,Bachelor,Pass
5748,11,66,68,No,High School,Pass
5749,9,83,52,Yes,Doctorate,Pass
5750,5,88,60,Yes,Associate,Fail
5751,9,89,81,,Associate,Pass
5752,3,69,66,No,Bachelor,Pass
5753,17,62,44,Yes,Bachelor,Pass
5754,0,0,0,Yes,Doctorate,Pass
5755,9,77,55,Yes,Bachelor,
5756,4,69,47,No,Master,Fail
5757,12,45,66,Yes,Associate,Pass
5758,8,56,52,Yes,High School,Pass
5759,7,62,77,No,Bachelor,Pass
5760,14,83,66,Yes,,
5761,10,67,85,Yes,Master,Fail
5762,12,75,70,No,Master,Pass
5763,0,0,0,Yes,Associate,Fail
5764,3,103,57,No,Bachelor,Fail
5765,0,0,0,Yes,Doctorate,Fail
5766,8,79,72,Yes,Associate,Fail
5767,0,0,0,Yes,Associate,Pass
5768,0,0,0,Yes,Associate,Pass
5769,11,59,51,No,Master,Fail
5770,1,80,98,No,Bachelor,Fail
5771,19,55,73,No,Master,Fail
5772,9,81,74,Yes,Doctorate,Pass
5773,13,72,66,Yes,Associate,Fail
5774,5,87,41,No,Associate,Pass
5775,11,89,65,Yes,Master,Fail
5776,3,68,70,No,Associate,Fail
5777,0,0,0,No,Bachelor,Pass
5778,8,66,63,Yes,Associate,Fail
5779,10,101,74,No,Master,Fail
5780,13,67,66,Yes,Master,Fail
5781,0,0,0,Yes,High School,Pass
5782,6,65,72,No,High School,Pass
5783,12,60,83,Yes,Master,Pass
5784,20,115,52,Yes,Associate,Fail
5785,9,84,94,No,Bachelor,Pass
5786,-1,76,94,No,High School,Pass
5787,9,65,56,Yes,Doctorate,Pass
5788,19,97,75,Yes,Doctorate,
5789,1,64,92,Yes,Bachelor,Fail
5790,10,77,86,No,Master,Fail
5791,1,119,39,No,Bachelor,Pass
5792,0,0,0,Yes,Master,Fail
5793,11,85,57,Yes,Associate,
5794,10,80,77,,Associate,Pass
5795,8,85,79,No,,Fail
5796,9,69,47,Yes,Doctorate,Pass
5797,25,63,54,Yes,Associate,Fail
5798,8,79,41,No,Associate,Pass
5799,12,65,63,Yes,Bachelor,Pass
5800,6,28,60,No,Bachelor,Pass
5801,0,0,0,No,Associate,Fail
5802,8,68,92,No,Associate,Fail
5803,7,53,69,Yes,,Fail
5804,19,78,60,No,Doctorate,Pass
5805,15,59,77,Yes,Associate,Fail
5806,10,74,59,No,,Pass
5807,-1,118,62,No,Associate,Pass
5808,8,99,67,,Doctorate,
5809,23,86,47,No,Doctorate,
5810,8,111,60,No,Master,Pass
5811,0,0,0,No,Doctorate,Pass
5812,17,73,77,No,Doctorate,Pass
5813,11,53,49,No,High School,Pass
5814,5,100,50,Yes,Master,Pass
5815,-2,114,54,Yes,Associate,Fail
5816,13,93,53,No,Master,Fail
5817,5,103,90,Yes,Doctorate,Pass
5818,0,0,0,Yes,High School,Fail
5819,3,121,72,No,Associate,Pass
5820,0,0,0,No,Master,Fail
5821,10,122,64,No,Master,Pass
5822,0,0,0,No,,Fail
5823,4,90,60,Yes,Bachelor,Pass
5824,0,0,0,No,High School,Fail
5825,0,0,0,No,Doctorate,Pass
5826,1,36,61,No,Associate,Pass
5827,9,93,62,No,Associate,Fail
5828,10,23,61,Yes,High School,Fail
5829,10,69,62,No,Doctorate,Pass
5830,16,105,72,No,Master,Fail
5831,8,89,60,Yes,Bachelor,Pass
5832,9,44,69,Yes,Associate,Pass
5833,4,48,80,Yes,Bachelor,Fail
5834,0,0,0,Yes,Associate,Fail
5835,10,76,51,No,Bachelor,Pass
5836,7,92,80,Yes,High School,Pass
5837,0,0,0,No,High School,
5838,17,53,83,No,Master,Pass
5839,3,87,65,Yes,Associate,Pass
5840,0,0,0,Yes,Master,Fail
5841,11,84,41,No,,Pass
5842,4,124,66,No,Doctorate,Fail
5843,2,89,91,Yes,Associate,Fail
5844,0,94,69,Yes,Bachelor,Fail
5845,13,112,61,No,Master,Fail
5846,7,92,73,No,Bachelor,Fail
5847,24,64,47,No,Associate,Pass
5848,5,99,60,Yes,Master,Pass
5849,5,67,77,,High School,Fail
5850,0,0,0,Yes,Bachelor,Pass
5851,0,0,0,Yes,Associate,Fail
5852,7,99,91,No,Master,Fail
5853,13,87,43,Yes,Bachelor,Fail
5854,5,96,69,Yes,High School,Fail
5855,0,0,0,Yes,Associate,Fail
5856,1,78,83,Yes,Master,Fail
5857,-1,81,66,No,,Fail
5858,7,86,76,No,Bachelor,
5859,8,63,65,No,Master,Fail
5860,6,49,90,Yes,Associate,Pass
5861,16,65,69,No,Bachelor,Fail
5862,16,85,82,Yes,Bachelor,Fail
5863,8,62,47,No,Master,Fail
5864,1,117,63,No,Bachelor,Fail
5865,7,83,73,Yes,Bachelor,Fail
5866,7,77,73,No,Associate,
5867,6,62,56,No,Master,Pass
5868,0,0,0,No,High School,Pass
5869,6,50,38,Yes,High School,Fail
5870,8,81,50,Yes,Associate,Fail
5871,6,66,106,Yes,Doctorate,Fail
5872,11,77,19,Yes,Doctorate,Pass
5873,11,84,62,Yes,Doctorate,Fail
5874,5,52,60,Yes,Bachelor,Fail
5875,16,41,65,No,Doctorate,Pass
5876,5,56,63,Yes,Doctorate,Pass
5877,1,92,50,Yes,High School,Fail
5878,11,82,80,No,Associate,Pass
5879,5,66,40,No,High School,Pass
5880,11,114,93,Yes,Bachelor,Fail
5881,-2,100,71,Yes,Doctorate,Fail
5882,17,95,51,No,,Fail
5883,13,60,54,,Master,Fail
5884,2,95,82,Yes,Doctorate,Pass
5885,2,81,44,No,Associate,Pass
5886,18,60,65,No,Bachelor,Fail
5887,6,72,64,Yes,Associate,Pass
5888,5,54,64,No,Associate,Pass
5889,-1,60,73,No,Associate,Fail
5890,8,52,74,Yes,Doctorate,Pass
5891,8,94,71,No,Doctorate,Fail
5892,13,73,81,,,Fail
5893,3,56,68,Yes,Associate,Fail
5894,2,85,57,Yes,High School,Fail
5895,12,75,48,No,High School,Fail
5896,15,96,65,Yes,Bachelor,Fail
5897,2,77,70,No,Master,Pass
5898,15,46,200,No,Doctorate,Fail
5899,10,65,200,Yes,Master,Fail
5900,15,51,51,No,Doctorate,Pass
5901,9,86,51,No,,
5902,-2,96,67,Yes,Bachelor,Fail
5903,0,0,0,Yes,Master,Fail
5904,15,72,86,No,Bachelor,Fail
5905,0,0,0,Yes,Master,Fail
5906,8,43,47,No,High School,Pass
5907,9,66,62,Yes,High School,Pass
5908,-4,75,67,No,Master,Fail
5909,18,96,53,Yes,Doctorate,Pass
5910,5,85,57,No,High School,Fail
5911,12,90,63,No,Associate,Fail
5912,9,87,64,Yes,High School,Pass
5913,16,67,63,Yes,High School,Pass
5914,12,107,65,No,Associate,
5915,0,0,0,,High School,Pass
5916,5,19,60,No,,Pass
5917,14,39,71,,Bachelor,Fail
5918,0,72,82,Yes,Associate,
5919,13,68,71,,Bachelor,Pass
5920,4,64,91,No,Master,Fail
5921,16,78,44,No,Bachelor,Fail
5922,10,99,56,No,Master,Pass
5923,13,84,70,No,Associate,Pass
5924,10,88,68,No,Bachelor,Pass
5925,1,53,59,No,High School,Fail
5926,5,64,74,No,Doctorate,Pass
5927,13,89,68,No,High School,Fail
5928,10,77,82,No,Master,Fail
5929,15,84,49,Yes,Doctorate,Fail
